"procedure_code","block","procedure_desc","procedure_short_desc"
"4767201","1537","Closed reduction of fracture of phalanx of toe, other than great toe, with internal fixation","Clsd rdctn fx phlx not great toe w IF"
"4767202","1539","Open reduction of fracture of phalanx of toe, other than great toe","Open rdctn fx phalanx, not great toe"
"4767203","1539","Open reduction of fracture of phalanx of toe, other than great toe, with internal fixation","Open rdctn fx phalanx not great toe IF"
"4768400","1381","Immobilisation of fracture/dislocation of spine","Immobilisation fracture/disloc of spine"
"4768700","1381","Immobilisation of fracture/dislocation of spine with spinal cord involvement","Immobils fx/disloc spine, spin cord inv"
"4769000","1387","Closed reduction of fracture/dislocation of spine with immobilisation","Clsd rdctn fx/disloc spine w immobils"
"4769300","1387","Closed reduction of fracture/dislocation of spine with spinal cord involvement, with immobilisation","Closed rdctn fx/disloc spine w cord inv"
"4769600","1387","Closed reduction of fracture/dislocation of spine","Closed reduction fracture/disloc spine"
"4769900","1388","Open reduction of fracture/dislocation of spine","Open reduction fracture/disloc of spine"
"4769901","1388","Open reduction of fracture/dislocation of spine with simple internal fixation","Open rdctn fx/disloc spine w simple IF"
"4769902","1388","Open reduction of fracture/dislocation of spine with segmental internal fixation","Opn rdctn fx/disloc spine segmental IF"
"4770200","1388","Open reduction of fracture/dislocation of spine with spinal cord involvement","Open rdctn fx/disloc spine w cord inv"
"4770201","1388","Open reduction of fracture/dislocation of spine with spinal cord involvement, with simple internal fixation","Opn rdctn fx/disloc spin simp IF w cd"
"4770202","1388","Open reduction of fracture/dislocation of spine with spinal cord involvement, with segmental internal fixation","Opn rdctn fx/disloc spin seg IF, cd inv"
"4770500","6","Insertion of skull caliper","Insertion of skull caliper"
"4770800","1870","Application of plaster jacket","Application of plaster jacket"
"4771100","1870","Application of halo","Application of halo"
"4771700","1870","Application of halo and thoracic jacket","Application of halo and thoracic jacket"
"4772000","1870","Application of halo femoral traction","Application of halo femoral traction"
"4772600","1563","Procurement of bone for graft via separate incision","Procure bone for graft via sep incision"
"4773200","1563","Procurement of vascularised pedicle of bone for graft","Procure vascularsd pedicle of bne f gft"
"4773800","1365","Closed reduction of fracture of nasal bone","Closed reduction fx nasal bone"
"4774100","1365","Open reduction of fracture of nasal bone","Open reduction of fracture of nasal bone"
"4775300","1366","Closed reduction of fracture of maxilla with fixation","Close rdctn fx maxilla w fix"
"4775600","1366","Closed reduction of fracture of mandible with fixation","Close rdctn fx mand w fix"
"4776200","1368","Open reduction of fracture of zygomatic bone","Open rdctn fx zygomatic bone"
"4776201","1368","Closed reduction of fracture of zygomatic bone with fixation","Close rdctn fx zyg bone w fix"
"4776500","1368","Open reduction of fracture of zygomatic bone with external fixation, 1 site","Open rdctn fx zyg bone w ex fix, 1"
"4776501","1368","Open reduction of fracture of zygomatic bone with internal fixation, 1 site","Open rdctn fx zyg bone w IF, 1 site"
"4776800","1368","Open reduction of fracture of zygomatic bone with external fixation, 2 sites","Open rdctn fx zyg bone w ext fix, 2"
"4776801","1368","Open reduction of fracture of zygomatic bone with internal fixation, 2 sites","Open rdctn fx zyg bone w IF, 2 sites"
"4777100","1368","Open reduction of fracture of zygomatic bone with external fixation, 3 sites","Open rdctn fx zyg bone w ex fix, 3"
"4777101","1368","Open reduction of fracture of zygomatic bone with internal fixation, 3 sites","Op rdctn fx zyg bone w IF, 3 sites"
"4777400","1366","Open reduction of fracture of maxilla","Open reduction of fracture of maxilla"
"4777700","1366","Open reduction of fracture of mandible","Open reduction of fracture of mandible"
"4778600","1366","Open reduction of fracture of maxilla with internal fixation","Open rdctn fx maxilla w IF"
"4778900","1366","Open reduction of fracture of mandible with internal fixation","Open rdctn fx mandible w IF"
"4790000","1553","Aspiration of bone cyst","Aspiration of bone cyst"
"4790001","1552","Administration of agent into bone cyst","Administration of agent into bone cyst"
"4790600","1632","Debridement of toenail","Debridement of toenail"
"4790601","1632","Removal of toenail","Removal of toenail"
"4791200","1530","Incision of foot for paronychia","Incision of foot for paronychia"
"4791500","1632","Wedge resection of ingrown toenail","Wedge resection of ingrown toenail"
"4791600","1632","Partial resection of ingrown toenail","Partial resection of ingrown toenail"
"4791800","1632","Radical excision of ingrown toenail bed","Radical excision of ingrown toenail bed"
"4792000","1554","Insertion of bone growth stimulator","Insertion of bone growth stimulator"
"4792100","1554","Insertion of internal fixation device, not elsewhere classified","Insertion internal fixation device NEC"
"4792400","1554","Removal of pin, screw or wire without general anaesthesia","Removal of pin, screw or wire wo GA"
"4792700","1554","Removal of pin, screw or wire, not elsewhere classified","Removal of pin, screw or wire, NEC"
"4792701","1554","Removal of pin, screw or wire from femur","R/O pin, screw or wire from femur"
"4793000","1554","Removal of plate, rod or nail, not elsewhere classified","Removal of plate, rod or nail, NEC"
"4793001","1554","Removal of plate, rod or nail from femur","Removal of plate, rod or nail from femur"
"4793300","1449","Excision of exostosis of bone of hand","Excision of exostosis of bone of hand"
"4793301","1532","Excision of exostosis of bone of foot","Excision of exostosis of bne of foot"
"4793302","1563","Excision of exostosis of small bone, not elsewhere classified","E/O exostosis small bone, NEC"
"4793600","1563","Excision of exostosis of large bone","Excision of exostosis of large bone"
"4794800","1554","Removal of external fixation device","Removal of external fixation device"
"4795400","1572","Repair of tendon, not elsewhere classified","Repair of tendon, NEC"
"4795700","1572","Lengthening of tendon, not elsewhere classified","Lengthening of tendon, NEC"
"4796000","1557","Subcutaneous tenotomy, not elsewhere classified","Subcutaneous tenotomy, NEC"
"4796300","1557","Open tenotomy, not elsewhere classified","Open tenotomy, not elsewhere classified"
"4921800","1443","Arthroscopy of wrist","Arthroscopy of wrist"
"4796301","1572","Tenoplasty, not elsewhere classified","Tenoplasty, not elsewhere classified"
"4796302","1467","Repair of tendon of hand, not elsewhere classified","Repair of tendon of hand, NEC"
"4796600","1572","Transfer of tendon or ligament, not elsewhere classified","Transfer of tendon or ligament, NEC"
"4796601","1573","Transfer of muscle, not elsewhere classified","Transfer of muscle, NEC"
"4796900","1564","Tenosynovectomy, not elsewhere classified","Tenosynovectomy, NEC"
"4797200","1572","Open procedure on tendon sheath, not elsewhere classified","Open procedure on tendon sheath, NEC"
"4797500","1423","Decompression fasciotomy of forearm for acute compartment syndrome","Decomp fasciotmy forearm ac cmpt synd"
"4797501","1497","Decompression fasciotomy of calf for acute compartment syndrome","Decomp fasciotomy calf ac cmpt syndrome"
"4797800","1423","Decompression fasciotomy of forearm for chronic compartment syndrome","Decomp fasciotmy forearm chr cmpt synd"
"4797801","1497","Decompression fasciotomy of calf for chronic compartment syndrome","Decomp fasciotomy calf, chr cmpt synd"
"4798100","1423","Decompression fasciotomy of forearm","Decompression fasciotomy of forearm"
"4798101","1497","Decompression fasciotomy of calf","Decompression fasciotomy of calf"
"4798102","1440","Decompression fasciotomy of hand","Decompression fasciotomy of hand"
"4798200","1481","Forage of neck and/or head of femur","Forage of neck and/or head of femur"
"4820000","1488","Bone graft to femur","Bone graft to femur"
"4820300","1488","Bone graft to femur with internal fixation","Bone graft to femur w internal fixation"
"4820600","1513","Bone graft to tibia","Bone graft to tibia"
"4820900","1513","Bone graft to tibia with internal fixation","Bone graft to tibia w internal fixation"
"4821200","1417","Bone graft to humerus","Bone graft to humerus"
"4821500","1417","Bone graft to humerus with internal fixation","Bone graft to humerus internal fixation"
"4821800","1435","Bone graft to radius and ulna","Bone graft to radius and ulna"
"4822100","1435","Bone graft to radius and ulna with internal fixation","Bone graft to radius & ulna with IF"
"4822400","1435","Bone graft to radius or ulna","Bone graft to radius or ulna"
"4822700","1435","Bone graft to radius or ulna with internal fixation","Bone graft to radius or ulna with IF"
"4823000","1461","Bone graft to scaphoid","Bone graft to scaphoid"
"4823300","1461","Bone graft to scaphoid with internal fixation","Bone graft to scaphoid internal fixation"
"4823600","1461","Bone graft to scaphoid with internal fixation and osteotomy","Bone graft to scaphoid w IF & osteotomy"
"4823900","1569","Bone graft, not elsewhere classified","Bone graft, not elsewhere classified"
"4824200","1569","Bone graft with internal fixation, not elsewhere classified","Bone graft with internal fixation, NEC"
"4840000","1556","Osteotomy of accessory bone","Osteotomy of accessory bone"
"4840001","1563","Ostectomy of accessory bone","Ostectomy of accessory bone"
"4840002","1528","Osteotomy of metatarsal bone","Osteotomy of metatarsal bone"
"4840003","1528","Osteotomy of toe","Osteotomy of toe"
"4840004","1532","Ostectomy of metatarsal bone","Ostectomy of metatarsal bone"
"4840005","1532","Ostectomy of toe","Ostectomy of toe"
"4840300","1528","Osteotomy of metatarsal bone with internal fixation","Osteotomy metatarsal bone with IF"
"4840301","1528","Osteotomy of toe with internal fixation","Osteotomy of toe with internal fixation"
"4840302","1532","Ostectomy of metatarsal bone with internal fixation","Ostectomy metatarsal bone with IF"
"4840303","1532","Ostectomy of toe with internal fixation","Ostectomy of toe with internal fixation"
"4840600","1499","Osteotomy of fibula","Osteotomy of fibula"
"4840601","1504","Ostectomy of fibula","Ostectomy of fibula"
"4840602","1424","Osteotomy of radius","Osteotomy of radius"
"4840603","1426","Ostectomy of radius","Ostectomy of radius"
"4840604","1424","Osteotomy of ulna","Osteotomy of ulna"
"4840605","1426","Ostectomy of ulna","Ostectomy of ulna"
"4840606","1395","Osteotomy of clavicle","Osteotomy of clavicle"
"4840607","1395","Osteotomy of scapula","Osteotomy of scapula"
"4840608","1398","Ostectomy of clavicle","Ostectomy of clavicle"
"4840609","1398","Ostectomy of scapula","Ostectomy of scapula"
"4840610","1374","Osteotomy of rib","Osteotomy of rib"
"4840611","1375","Partial ostectomy of rib","Partial ostectomy of rib"
"4840612","1375","Total ostectomy of rib","Total ostectomy of rib"
"4840613","1443","Osteotomy of carpal bone","Osteotomy of carpal bone"
"4840614","1451","Ostectomy of carpal bone","Ostectomy of carpal bone"
"4840615","1528","Osteotomy of tarsal bone","Osteotomy of tarsal bone"
"4840616","1532","Ostectomy of tarsal bone","Ostectomy of tarsal bone"
"4840900","1499","Osteotomy of fibula with internal fixation","Osteotomy fibula with internal fixation"
"4840901","1504","Ostectomy of fibula with internal fixation","Ostectomy fibula with internal fixation"
"4840902","1424","Osteotomy of radius with internal fixation","Osteotomy radius with internal fixation"
"4840903","1426","Ostectomy of radius with internal fixation","Ostectomy radius with internal fixation"
"4840904","1424","Osteotomy of ulna with internal fixation","Osteotomy ulna with internal fixation"
"4840905","1426","Ostectomy of ulna with internal fixation","Ostectomy of ulna with internal fixation"
"4840906","1395","Osteotomy of clavicle with internal fixation","Osteotomy clavicle w internal fixation"
"4840907","1395","Osteotomy of scapula with internal fixation","Osteotomy scapula w internal fixation"
"4840908","1398","Ostectomy of clavicle with internal fixation","Ostectomy clavicle w internal fixation"
"4840909","1398","Ostectomy of scapula with internal fixation","Ostectomy scapula w internal fixation"
"4840910","1374","Osteotomy of rib with internal fixation","Osteotomy of rib with internal fixation"
"4840911","1375","Partial ostectomy of rib with internal fixation","Partial ostectomy rib, internal fixation"
"4840912","1375","Total ostectomy of rib with internal fixation","Total ostectomy rib w internal fixation"
"4840913","1443","Osteotomy of carpal bone with internal fixation","Osteotomy carpal bone, internal fixation"
"4840914","1451","Ostectomy of carpal bone with internal fixation","Ostectomy carpal bone, internal fixation"
"4840915","1528","Osteotomy of tarsal bone with internal fixation","Osteotomy of tarsal bone with IF"
"4840916","1532","Ostectomy of tarsal bone with internal fixation","Ostectomy tarsal bone, internal fixation"
"4841200","1410","Osteotomy of humerus","Osteotomy of humerus"
"4841201","1412","Ostectomy of humerus","Ostectomy of humerus"
"4841500","1410","Osteotomy of humerus with internal fixation","Osteotomy humerus with internal fixation"
"4841501","1412","Ostectomy of humerus with internal fixation","Ostectomy humerus with internal fixation"
"4841800","1499","Osteotomy of tibia","Osteotomy of tibia"
"4841801","1504","Ostectomy of tibia","Ostectomy of tibia"
"4842100","1499","Osteotomy of tibia with internal fixation","Osteotomy tibia with internal fixation"
"4842101","1504","Ostectomy of tibia with internal fixation","Ostectomy tibia with internal fixation"
"4842400","1478","Osteotomy of pelvis","Osteotomy of pelvis"
"4842401","1478","Osteotomy of proximal femur","Osteotomy of proximal femur"
"4842402","1478","Osteotomy of mid femur","Osteotomy of mid femur"
"4842403","1483","Ostectomy of pelvis","Ostectomy of pelvis"
"4842404","1483","Ostectomy of proximal femur","Ostectomy of proximal femur"
"4842405","1483","Ostectomy of mid femur","Ostectomy of mid femur"
"4842406","1499","Osteotomy of distal femur","Osteotomy of distal femur"
"4842407","1504","Ostectomy of distal femur","Ostectomy of distal femur"
"4842700","1478","Osteotomy of pelvis with internal fixation","Osteotomy pelvis with internal fixation"
"4842701","1478","Osteotomy of proximal femur with internal fixation","Osteotomy proximal femur with IF"
"4842702","1478","Osteotomy of mid femur with internal fixation","Osteotomy mid femur, internal fixation"
"4842703","1483","Ostectomy of pelvis with internal fixation","Ostectomy pelvis with internal fixation"
"4842704","1483","Ostectomy of proximal femur with internal fixation","Ostectomy of proximal femur with IF"
"4842705","1483","Ostectomy of mid femur with internal fixation","Ostectomy of mid femur with IF"
"4842706","1499","Osteotomy of distal femur with internal fixation","Osteotomy distal femur internal fixation"
"4842707","1504","Ostectomy of distal femur with internal fixation","Ostectomy distal femur with IF"
"4850000","1491","Epiphysiodesis of femur","Epiphysiodesis of femur"
"4850300","1520","Epiphysiodesis of tibia and fibula","Epiphysiodesis of tibia and fibula"
"4850600","1491","Epiphysiodesis of femur and tibia and fibula","Epiphysiodesis of femur & tibia & fibula"
"4850900","1571","Epiphysiodesis, not elsewhere classified","Epiphysiodesis, not elsewhere classified"
"4851200","1556","Epiphysiolysis","Epiphysiolysis"
"4860000","1386","Manipulation of spine","Manipulation of spine"
"4860600","1392","Posterior spinal fusion without internal fixation for scoliosis or kyphosis","Post spinal fus wo IF scoliosis/kyphosis"
"4860900","1392","Posterior spinal fusion with nonsegmental internal fixation for scoliosis or kyphosis","Post spin fus nonseg IF scoliosis/kyphs"
"4861200","1392","Posterior spinal fusion with segmental internal fixation for scoliosis or kyphosis","Post spin fus w seg IF, scoliosis/kyphs"
"4861300","1392","Anterior and posterior spinal fusion with segmental internal fixation for scoliosis or kyphosis","Ant & post spin fus seg IF sclios/kyphs"
"4861500","1393","Re-exploration with adjustment of spinal fixation for scoliosis or kyphosis","Re-exploration w adjustment spinal fix"
"4861501","1393","Re-exploration with removal of spinal fixation for scoliosis or kyphosis","Re-exploration w removal spinal fixation"
"4861502","1393","Re-exploration with bone graft for scoliosis or kyphosis","Re-explor w bone graft, scoliosis/kyphs"
"4861800","1393","Revision of failed scoliosis or kyphosis surgery","Revision failed scoliosis/kyphosis surg"
"4862100","1392","Anterior spinal fusion with segmental internal fixation for scoliosis or kyphosis, less than or equal to 4 levels","Ant spin fus seg IF sclios/kyphs <=4 lvl"
"4862400","1392","Anterior spinal fusion with segmental internal fixation for scoliosis or kyphosis, 5 levels or more","Ant spin fus seg IF sclios/kyphs >=5 lvl"
"4862700","1392","Posterior spinal fusion with segmental internal fixation extending to pelvis for scoliosis or kyphosis","Post spin fus w seg IF pelv sclios/kyphs"
"4863000","1392","Anterior decompression of spinal cord with resection of vertebrae, for scoliosis or kyphosis","Ant decomp cd, resect vert sclios/kyphs"
"4863001","1392","Anterior decompression of spinal cord with resection of vertebrae, for scoliosis or kyphosis with spinal cord involvement","Ant decomp cd w inv resect vert sclios"
"4863200","1392","Resection of vertebra with fusion for congenital scoliosis or kyphosis","Resect vertebra fus congen sclios/kyphs"
"4863600","52","Percutaneous lumbar discectomy","Percutaneous lumbar discectomy"
"4863900","1383","Excision of vertebra","Excision of vertebra"
"4863901","1383","Excision of vertebra with spinal cord involvement","Excision of vertebra w cd inv"
"4864000","1383","Anterior and posterior spinal fusion with segmental internal fixation and resection of vertebra","Ant & post spin fusion seg IF & resect"
"4864200","1389","Posterior spinal fusion, 1 or 2 levels","Posterior spinal fusion, 1 or 2 levels"
"4864500","1389","Posterior spinal fusion, 3 or more levels","Posterior spinal fusion, >= 3 levels"
"4864800","1389","Posterolateral spinal fusion, 1 or 2 levels","Posterolateral spinal fusion 1 or 2 lvl"
"4865100","1389","Posterolateral spinal fusion, 3 or more levels","Posterolateral spinal fusion >= 3 levels"
"4865400","1389","Posterior spinal fusion with laminectomy, 1 level","Post spinal fusion w laminectomy 1 level"
"4865401","1389","Posterolateral spinal fusion with laminectomy, 1 level","Postlateral spinal fus laminectomy 1 lvl"
"4921801","1444","Arthroscopic biopsy of wrist","Arthroscopic biopsy of wrist"
"4865700","1389","Posterior spinal fusion with laminectomy, 2 or more levels","Post spinal fusion laminectomy >= 2 lvl"
"4865701","1389","Posterolateral spinal fusion with laminectomy, 2 or more levels","Postlateral spin fus laminctmy >= 2 lvl"
"4866000","1389","Anterior spinal fusion, 1 level","Anterior spinal fusion, 1 level"
"4866900","1389","Anterior spinal fusion, 2 or more levels","Anterior spinal fusion, >= 2 levels"
"4867800","1390","Simple internal fixation of spine","Simple internal fixation of spine"
"4868100","1390","Nonsegmental internal fixation of spine","Nonsegmental internal fixation of spine"
"4868400","1390","Segmental internal fixation of spine, 1 or 2 levels","Segmental IF of spine 1 or 2 levels"
"4868700","1390","Segmental internal fixation of spine, 3 or 4 levels","Segmental IF of spine 3 or 4 levels"
"4869000","1390","Segmental internal fixation of spine, 5 or more levels","Segmental IF of spine >= 5 levels"
"4869100","59","Insertion of intervertebral disc prosthesis, 1 level","Ins intervertebral disc prosthesis 1 lvl"
"4869101","59","Insertion of intervertebral disc prosthesis, >= 2 levels","Ins intervertebral disc prosth >= 2 lvl"
"4869102","59","Revision of intervertebral disc prosthesis, 1 level","Rev intervertebral disc prosthesis 1 lvl"
"4869103","59","Revision of intervertebral disc prosthesis, >= 2 levels","Rev intervertebral disc prosth >= 2 lvl"
"4869104","59","Removal of intervertebral disc prosthesis, 1 level","R/O intervertebral disc prosthesis 1 lvl"
"4869105","59","Removal of intervertebral disc prosthesis, >= 2 levels","R/O intervertebral disc prosth >=2 lvl"
"4890000","1400","Excision of coraco-acromial ligament","Excision of coraco-acromial ligament"
"4890001","1400","Excision of calcium deposit from rotator cuff","Excision calcium deposit, rotator cuff"
"4890300","1400","Decompression of subacromial space","Decompression of subacromial space"
"4890600","1404","Repair of rotator cuff","Repair of rotator cuff"
"4890900","1404","Repair of rotator cuff with decompression of subacromial space","Rep rotator cuff decomp subacrom space"
"4891200","1395","Arthrotomy of shoulder","Arthrotomy of shoulder"
"4891500","1404","Hemiarthroplasty of shoulder","Hemiarthroplasty of shoulder"
"4891800","1404","Total arthroplasty of shoulder","Total arthroplasty of shoulder"
"4892100","1406","Revision of total arthroplasty of shoulder","Revision total arthroplasty of shoulder"
"4892400","1406","Revision of total arthroplasty of shoulder with bone graft to scapula or humerus","Rev tot arthroplasty shoulder w bone gft"
"4892700","1394","Removal of shoulder prosthesis","Removal of shoulder prosthesis"
"4893000","1404","Stabilisation of shoulder","Stabilisation of shoulder"
"4893300","1404","Stabilisation of shoulder for multi-directional instability","Stabilisatn shoulder multdir instability"
"4893600","1397","Synovectomy of shoulder","Synovectomy of shoulder"
"4893900","1403","Arthrodesis of shoulder","Arthrodesis of shoulder"
"4894200","1403","Arthrodesis of shoulder with removal of prosthesis","Arthrodesis shoulder, removal prosthesis"
"4894500","1395","Arthroscopy of shoulder","Arthroscopy of shoulder"
"4894501","1396","Arthroscopic biopsy of shoulder","Arthroscopic biopsy of shoulder"
"4894800","1397","Arthroscopic debridement of shoulder","Arthroscopic debridement of shoulder"
"4894801","1395","Arthroscopic removal of loose body of shoulder","Arthroscopic removal loose body shoulder"
"4894802","1404","Arthroscopic chondroplasty of shoulder","Arthroscopic chondroplasty of shoulder"
"4895100","1400","Arthroscopic decompression of subacromial space","Arthro decomp subacrom space"
"4895400","1397","Arthroscopic synovectomy of shoulder","Arthroscopic synovectomy of shoulder"
"4895700","1404","Arthroscopic stabilisation of shoulder","Arthroscopic stabilisation of shoulder"
"4896000","1405","Arthroscopic reconstruction of shoulder","Arthroscopic reconstruction of shoulder"
"4910000","1410","Arthrotomy of elbow","Arthrotomy of elbow"
"4910001","1410","Removal of loose body of elbow","Removal of loose body of elbow"
"4910002","1410","Release of elbow contracture","Release of elbow contracture"
"4910600","1418","Arthrodesis of elbow","Arthrodesis of elbow"
"4910900","1412","Arthroscopic synovectomy of elbow","Arthroscopic synovectomy of elbow"
"4910901","1412","Synovectomy of elbow","Synovectomy of elbow"
"4911200","1418","Silastic replacement of radial head of elbow","Silastic replace of radial head of elbow"
"4911500","1418","Total arthroplasty of elbow","Total arthroplasty of elbow"
"4911600","1419","Revision arthroplasty of elbow","Revision arthroplasty of elbow"
"4911700","1419","Revision arthroplasty of elbow with bone graft","Rev arthroplasty of elbow w bone gft"
"4911800","1410","Arthroscopy of elbow","Arthroscopy of elbow"
"4911801","1411","Arthroscopic biopsy of elbow","Arthroscopic biopsy of elbow"
"4912100","1410","Arthroscopic drilling of defect of elbow","Arthroscopic drilling of defect of elbow"
"4912101","1410","Arthroscopic removal of loose body of elbow","Arthroscopic removal loose body elbow"
"4912102","1418","Arthroscopic chondroplasty of elbow","Arthroscopic chondroplasty of elbow"
"4912103","1418","Arthroscopic osteoplasty of elbow","Arthroscopic osteoplasty of elbow"
"4912104","1410","Arthroscopic release of elbow contracture","Arthroscopic release elbow contracture"
"4920000","1468","Arthrodesis of radiocarpal joint","Arthrodesis of radiocarpal joint"
"4920300","1460","Arthrodesis of intercarpal joint","Arthrodesis of intercarpal joint"
"4920600","1468","Excision arthroplasty of wrist","Excision arthroplasty of wrist"
"4920900","1468","Total arthroplasty of wrist","Total arthroplasty of wrist"
"4921000","1472","Revision arthroplasty of wrist","Revision arthroplasty of wrist"
"4921100","1472","Revision arthroplasty of wrist with bone graft","Rev arthroplasty of wrist w bone gft"
"4921200","1443","Arthrotomy of wrist","Arthrotomy of wrist"
"4922100","1443","Arthroscopic drilling of defect of wrist","Arthroscopic drilling of defect of wrist"
"4922101","1443","Arthroscopic removal of loose body of wrist","Arthroscopic removal loose body wrist"
"4922102","1443","Arthroscopic release of adhesions of wrist","Arthroscopic release adhesions of wrist"
"4922400","1451","Arthroscopic debridement of wrist","Arthroscopic debridement of wrist"
"4922401","1451","Arthroscopic synovectomy of wrist","Arthroscopic synovectomy of wrist"
"4922402","1468","Arthroscopic osteoplasty of wrist","Arthroscopic osteoplasty of wrist"
"4922700","1468","Arthroscopic pinning of osteochondral fragment of wrist","Arthro pinning osteochondral frag wrst"
"4930000","1491","Arthrodesis of sacro-iliac joint","Arthrodesis of sacro-iliac joint"
"4930300","1481","Arthrotomy of hip","Arthrotomy of hip"
"4930301","1477","Lavage of hip","Lavage of hip"
"4930600","1491","Arthrodesis of hip","Arthrodesis of hip"
"4931200","1489","Excision arthroplasty of hip","Excision arthroplasty of hip"
"4931500","1489","Partial arthroplasty of hip","Partial arthroplasty of hip"
"4931800","1489","Total arthroplasty of hip, unilateral","Total arthroplasty of hip, unilateral"
"4931900","1489","Total arthroplasty of hip, bilateral","Total arthroplasty of hip, bilateral"
"4932400","1492","Revision of total arthroplasty of hip","Revision of total arthroplasty of hip"
"4932700","1492","Revision of total arthroplasty of hip with bone graft to acetabulum","Rev tot arthroplasty hip, bne gft acetab"
"4933000","1492","Revision of total arthroplasty of hip with bone graft to femur","Rev tot arthroplasty hip, bone gft femur"
"4933300","1492","Revision of total arthroplasty of hip with bone graft to acetabulum and femur","Rev arthroply hip, bne gft acetab & femr"
"4933900","1492","Revision of total arthroplasty of hip with anatomic specific allograft to acetabulum","Rev arthroplasty hip allogft acetabulum"
"4934200","1492","Revision of total arthroplasty of hip with anatomic specific allograft to femur","Rev arthroplasty hip w allograft femur"
"4934500","1492","Revision of total arthroplasty of hip with anatomic specific allograft to acetabulum and femur","Rev arthroply hip allogft acetab & femur"
"4934600","1492","Revision of partial arthroplasty of hip","Revision of partial arthroplasty of hip"
"4934800","1487","Closed reduction of congenital hip dislocation","Closed reduction congen hip dislocation"
"4935100","1476","Immobilisation of congenital hip dislocation","Immobilisation congen hip dislocation"
"4935400","1487","Open reduction of congenital hip dislocation","Open reduction congen hip dislocation"
"4935700","1477","Application of hip spica for congenital dislocation","Application hip spica congen dislocation"
"4936000","1481","Arthroscopy of hip","Arthroscopy of hip"
"4936300","1482","Arthroscopic biopsy of hip","Arthroscopic biopsy of hip"
"4936600","1481","Arthroscopic removal of loose body from hip","Arthroscopic removal loose body from hip"
"4936601","1477","Arthroscopic lavage of hip","Arthroscopic lavage of hip"
"4950000","1502","Open biopsy of knee","Open biopsy of knee"
"4950001","1501","Arthrotomy of knee","Arthrotomy of knee"
"4950002","1501","Removal of loose body of knee","Removal of loose body of knee"
"4950003","1496","Lavage of knee","Lavage of knee"
"4950004","1501","Release of capsule of knee","Release of capsule of knee"
"4950300","1505","Meniscectomy of knee","Meniscectomy of knee"
"4950301","1520","Patellofemoral stabilisation","Patellofemoral stabilisation"
"4950302","1520","Chondroplasty of knee","Chondroplasty of knee"
"4950303","1516","Transfer of tendon or ligament of knee, not elsewhere classified","Transfer tendon or ligament of knee NEC"
"4950304","1504","Patellectomy","Patellectomy"
"4950305","1520","Osteoplasty of knee","Osteoplasty of knee"
"4950900","1505","Synovectomy of knee","Synovectomy of knee"
"4950901","1512","Arthrodesis of knee","Arthrodesis of knee"
"4951200","1512","Arthrodesis of knee with removal of prosthesis","Arthrodesis knee with removal prosthesis"
"4951500","1501","Removal of knee prosthesis","Removal of knee prosthesis"
"4951700","1518","Hemiarthroplasty of knee","Hemiarthroplasty of knee"
"4951800","1518","Total arthroplasty of knee, unilateral","Total arthroplasty of knee, unilateral"
"4951900","1518","Total arthroplasty of knee, bilateral","Total arthroplasty of knee, bilateral"
"4952100","1519","Total arthroplasty of knee with bone graft to femur, unilateral","Tot arthroplasty knee bne gft femur uni"
"5261801","406","Open vestibuloplasty","Open vestibuloplasty"
"4952101","1519","Total arthroplasty to knee with bone graft to femur, bilateral","Tot arthroplasty knee, bne gft femur bil"
"4952102","1519","Total arthroplasty to knee with bone graft to tibia, unilateral","Tot arthroplasty knee bne gft tibia uni"
"4952103","1519","Total arthroplasty to knee with bone graft to tibia, bilateral","Tot arthroplasty knee bone gft tibia bil"
"4952400","1519","Total arthroplasty of knee with bone graft to femur and tibia, unilateral","Tot arthroply knee gft femr & tibia uni"
"4952401","1519","Total arthroplasty of knee with bone graft to femur and tibia, bilateral","Tot arthroply knee gft femur & tibia bil"
"4952700","1524","Revision of total arthroplasty of knee","Revision of total arthroplasty of knee"
"4953000","1523","Revision of total arthroplasty of knee with bone graft to femur","Rev tot arthroplasty knee, bne gft femur"
"4953001","1523","Revision of total arthroplasty of knee with bone graft to tibia","Rev tot arthroplasty knee, bne gft tibia"
"4953300","1523","Revision of total arthroplasty of knee with bone graft to femur and tibia","Rev tot arthroply knee, gft femr & tibia"
"4953400","1519","Total replacement arthroplasty of patellofemoral joint of knee","Tot replace arthroply patellofemoral jt"
"4953401","1518","Total replacement arthroplasty of patellofemoral joint of knee","Tot replacmnt arthroplast patfem jt knee"
"4953900","1522","Arthroscopic reconstruction of knee","Arthroscopic reconstruction of knee"
"4953901","1522","Reconstruction of knee","Reconstruction of knee"
"4954200","1522","Arthroscopic reconstruction of cruciate ligament of knee with repair of meniscus","Arthro recon cruc ligmt w rep meniscus"
"4954201","1522","Reconstruction of cruciate ligament of knee with repair of meniscus","Recon cruciate ligmt knee w rep meniscus"
"4954500","1524","Revision arthrodesis of knee","Revision arthrodesis of knee"
"4954800","1524","Revision of patellofemoral stabilisation of knee","Revision of patellofemoral stabilisation"
"4955100","1524","Revision of reconstructive surgery of knee","Revision reconstructive surgery of knee"
"4955400","1523","Revision of total arthroplasty of knee with anatomic specific allograft","Rev total arthroplasty knee w allograft"
"4955700","1501","Arthroscopy of knee","Arthroscopy of knee"
"4955701","1502","Arthroscopic biopsy of knee","Arthroscopic biopsy of knee"
